news_id,all_entity_ids
N61427,[]
N28569,['Q782468']
N7034,['Q223514']
N22381,"['Q35525', 'Q22686', 'Q11696']"
N31083,"['Q14956773', 'Q7986183', 'Q659120', 'Q18097882', 'Q495645', 'Q6841333', 'Q17110493']"
N16301,['Q7178']
N13070,"['Q1297', 'Q213717', 'Q186545']"
N56497,[]
N13166,"['Q60', 'Q5056668']"
N25983,"['Q82496', 'Q271880']"
N23563,[]
N63590,"['Q1278205', 'Q2536810', 'Q2416264', 'Q48807103']"
N62253,"['Q14950145', 'Q3808704', 'Q5373339', 'Q221878', 'Q24007165', 'Q27830883', 'Q337758']"
N44664,"['Q180342', 'Q20630554', 'Q49255', 'Q320476']"
N4328,['Q22686']
N23392,"['Q48731260', 'Q4640525', 'Q4975892', 'Q584849']"
N32118,"['Q1397', 'Q20711437']"
N56043,"['Q7565547', 'Q1415']"
N61259,['Q58009130']
N94,['Q1342']
N10697,"['Q5973301', 'Q1658460', 'Q750', 'Q25859']"
N43194,"['Q48340', 'Q29468', 'Q5020399', 'Q22686', 'Q2381771', 'Q49079']"
N39107,"['Q30674143', 'Q17306112', 'Q4664309', 'Q7857806']"
N53069,"['Q5604678', 'Q574192']"
N59728,"['Q1297', 'Q213717', 'Q186545']"
N50014,"['Q15633579', 'Q1079382', 'Q1215884']"
N1660,"['Q82496', 'Q221878']"
N15716,"['Q986627', 'Q1558', 'Q7491548', 'Q7491542']"
N21093,"['Q7619597', 'Q280658', 'Q7707730', 'Q128334', 'Q5602304', 'Q6480865', 'Q7988981', 'Q1439']"
N30759,['Q328473']
N52122,[]
N49934,"['Q212', 'Q29552', 'Q29468', 'Q539493', 'Q22686']"
N55668,"['Q131364', 'Q172339']"
N43292,['Q913861']
N59594,"['Q5921286', 'Q60', 'Q607', 'Q22686']"
N18754,['Q16565']
N56740,"['Q1215892', 'Q6378866', 'Q194116', 'Q194121']"
N56777,[]
N62870,[]
N56705,"['Q188413', 'Q16900721', 'Q395', 'Q812']"
N45095,"['Q967452', 'Q174', 'Q2528114', 'Q186471']"
N12153,"['Q43668', 'Q10516134']"
N35716,[]
N2659,[]
N35786,['Q5335247']
N24701,"['Q38111', 'Q219512', 'Q852714', 'Q175535', 'Q42309957', 'Q1415395']"
N634,"['Q1166', 'Q499401', 'Q3564859', 'Q1637003', 'Q133857']"
N357,['Q39804']
N48407,"['Q29552', 'Q11100', 'Q1624317', 'Q887117']"
N2716,[]
N9387,"['Q1376442', 'Q1370', 'Q3560687']"
N55220,"['Q84', 'Q324523', 'Q205033', 'Q44070051']"
N26178,['Q484678']
N3785,"['Q3191485', 'Q7960909', 'Q7957644']"
N27079,"['Q2904131', 'Q3713655', 'Q1197928', 'Q918', 'Q7640700']"
N25228,"['Q506187', 'Q2842604', 'Q1400']"
N23134,"['Q1398002', 'Q168426', 'Q31519', 'Q1524']"
N45612,"['Q29552', 'Q22686', 'Q1588']"
N29396,[]
N2870,['Q812']
N29912,['Q335017']
N60178,"['Q2060485', 'Q39681', 'Q1215884', 'Q223511']"
N13124,"['Q165972', 'Q8652', 'Q1297']"
N37420,[]
N33425,[]
N15465,[]
N10668,['Q201864']
N28837,"['Q27809653', 'Q212', 'Q29552']"
N51704,"['Q3895', 'Q936730', 'Q2735242']"
N47616,"['Q5330670', 'Q796020', 'Q315796']"
N33899,"['Q6837710', 'Q6767270']"
N23725,['Q204862']
N59994,"['Q16930465', 'Q6148929']"
N6593,"['Q2283', 'Q99']"
N6665,['Q746813']
N59131,"['Q759', 'Q38280']"
N36797,"['Q2920358', 'Q3509447']"
N27525,"['Q5944264', 'Q579677', 'Q22686']"
N1641,"['Q212', 'Q6762913', 'Q742482', 'Q22686', 'Q212648']"
N60348,"['Q11701', 'Q66096']"
N47284,"['Q17018979', 'Q23795888']"
N41403,"['Q191477', 'Q4731296', 'Q1333547']"
N52108,"['Q2076167', 'Q813866', 'Q5368514', 'Q1007032', 'Q898177', 'Q1397', 'Q650855']"
N49991,"['Q16966458', 'Q786', 'Q59423247', 'Q988413']"
N10102,"['Q755999', 'Q7942110', 'Q6271599', 'Q5255733']"
N57540,"['Q169898', 'Q175535', 'Q44294', 'Q45772', 'Q55081822', 'Q187579']"
N7937,"['Q55196674', 'Q43380', 'Q1408', 'Q16551', 'Q16930465', 'Q1351122', 'Q885643', 'Q11401']"
N35174,"['Q11220', 'Q889', 'Q1484269']"
N13984,"['Q5338720', 'Q1408', 'Q16999442']"
N31506,[]
N20661,['Q4645515']
N45231,[]
N4514,"['Q25395', 'Q366651', 'Q1166', 'Q1408', 'Q490584']"
N13583,[]
N39886,"['Q1658318', 'Q48834885']"
N58426,"['Q88917', 'Q1229470', 'Q155271']"
N23490,[]
N62631,"['Q7199341', 'Q756355']"
N29797,"['Q16958457', 'Q1647788', 'Q15905139', 'Q7855298']"
N28039,"['Q1059534', 'Q720324', 'Q1415', 'Q8652', 'Q1714356', 'Q54860678', 'Q49236', 'Q7173106']"
N60344,['Q4653492']
N36016,"['Q46607', 'Q3525476', 'Q30']"
N11533,"['Q953283', 'Q1581']"
N14430,['Q37836']
N16045,"['Q19818184', 'Q159', 'Q649', 'Q3046152', 'Q23656188']"
N36251,"['Q18159104', 'Q223514', 'Q276539', 'Q24809702', 'Q1215884']"
N12528,"['Q7565547', 'Q1472', 'Q7894798']"
N13891,[]
N49554,['Q6033076']
N3497,['Q23406']
N34137,"['Q79580', 'Q173', 'Q6460028']"
N41086,"['Q194116', 'Q203008']"
N59750,"['Q572134', 'Q164177']"
N27540,"['Q13422420', 'Q328473', 'Q707748']"
N17156,[]
N6179,"['Q209330', 'Q812']"
N36198,"['Q11989278', 'Q1408117']"
N44890,"['Q16568', 'Q49088', 'Q8037407']"
N33965,['Q1297']
N57777,"['Q609250', 'Q204711']"
N15898,['Q298']
N29345,"['Q192152', 'Q163132']"
N10578,['Q221878']
N50980,"['Q206297', 'Q1215892', 'Q1397', 'Q16567', 'Q1390472', 'Q943363']"
N59779,[]
N4943,[]
N7926,"['Q32096', 'Q1215884', 'Q212654', 'Q55602672']"
N39097,"['Q131364', 'Q132893']"
N25181,"['Q22909405', 'Q43196', 'Q783062', 'Q2892868']"
N46161,"['Q11701', 'Q961894']"
N6387,['Q47006467']
N11298,"['Q54066', 'Q111098']"
N54890,"['Q31207', 'Q11220', 'Q790']"
N46074,"['Q392', 'Q1753505', 'Q11632']"
N64500,"['Q641', 'Q38']"
N38650,['Q484678']
N34044,"['Q921469', 'Q30324002']"
N6458,"['Q1297', 'Q1439']"
N17392,[]
N37171,"['Q592576', 'Q759']"
N42035,['Q39709']
N58617,"['Q131364', 'Q14834367', 'Q186125', 'Q132893']"
N5364,['Q2789106']
N3456,['Q18013']
N26415,[]
N56633,"['Q130879', 'Q16559', 'Q265852', 'Q22686', 'Q30', 'Q1439', 'Q312']"
N37476,['Q3070']
N52367,"['Q925668', 'Q32096', 'Q205033', 'Q271880']"
N55221,['Q30']
N44578,"['Q622747', 'Q6460028', 'Q1215884', 'Q56860229', 'Q47138769']"
N51999,"['Q186471', 'Q2155307', 'Q815817', 'Q356271', 'Q1058745', 'Q5162259', 'Q1468312', 'Q189336']"
N21,['Q1815011']
N50693,['Q16558']
N46829,"['Q1154710', 'Q8652', 'Q18543', 'Q10520']"
N57088,['Q16556']
N43898,['Q1297']
N21515,['Q204862']
N12703,['Q1543778']
N12002,[]
N25862,"['Q1550874', 'Q8032', 'Q172155', 'Q174144', 'Q832052', 'Q172732', 'Q5936142', 'Q322832']"
N6931,['Q1137234']
N432,"['Q1021714', 'Q362']"
N35891,"['Q27961621', 'Q862672', 'Q2094335']"
N62113,[]
N929,"['Q49085', 'Q1201549']"
N40655,"['Q172435', 'Q29605523', 'Q1215884', 'Q205033']"
N5556,"['Q12241709', 'Q619686', 'Q2432801']"
N22755,"['Q1253718', 'Q47596', 'Q37158', 'Q7728691', 'Q205033', 'Q56486914', 'Q26405845', 'Q780442', 'Q918', 'Q1867529']"
N22086,"['Q172435', 'Q272059']"
N33067,[]
N17551,"['Q912750', 'Q48772520', 'Q1190137', 'Q771', 'Q2901023', 'Q1638847', 'Q1464513', 'Q671475']"
N25942,[]
N20435,"['Q7894798', 'Q128334']"
N11063,"['Q131371', 'Q6758454', 'Q163480']"
N31543,"['Q20962060', 'Q154958', 'Q54958752', 'Q259011', 'Q50410954', 'Q907311', 'Q214276', 'Q312']"
N39618,[]
N2177,['Q6392396']
N58649,"['Q24806973', 'Q3083164', 'Q149566']"
N64720,"['Q9616', 'Q22279773']"
N19147,"['Q23197', 'Q94403', 'Q2273185']"
N20940,['Q1753080']
N46200,[]
N53754,"['Q15225890', 'Q22686']"
N59877,"['Q2869377', 'Q23556', 'Q4572296', 'Q7949690', 'Q1428', 'Q486398']"
N53078,"['Q190618', 'Q10862290']"
N30358,"['Q848117', 'Q1051079', 'Q22677640', 'Q534851', 'Q2999029', 'Q7090832', 'Q16206952', 'Q587180', 'Q8025915']"
N61800,"['Q19809', 'Q483551']"
N29423,"['Q6175190', 'Q172435', 'Q973051', 'Q5214234']"
N35109,"['Q936730', 'Q490737']"
N16893,"['Q1215884', 'Q337758', 'Q221878']"
N50629,"['Q131371', 'Q159729']"
N50396,"['Q2630045', 'Q7515808', 'Q1415']"
N63004,['Q929859']
N13591,"['Q1370', 'Q212654', 'Q219602', 'Q52985750', 'Q724884', 'Q4908389']"
N58179,['Q41675']
N64037,"['Q321', 'Q2', 'Q40392']"
N39753,"['Q6825147', 'Q23197', 'Q1591889', 'Q3564794']"
N31105,[]
N8374,[]
N15724,"['Q785304', 'Q131327', 'Q3564794', 'Q23197', 'Q1509']"
N10822,[]
N768,"['Q193753', 'Q431925']"
N28804,"['Q16204013', 'Q317309', 'Q4911497', 'Q362']"
N62669,['Q4086495']
N55902,"['Q755999', 'Q716566', 'Q822']"
N22092,"['Q944845', 'Q212654']"
N22691,"['Q138089', 'Q15920046', 'Q10516040', 'Q6372315', 'Q170558']"
N8796,"['Q2495362', 'Q459102', 'Q48742420', 'Q892413']"
N46111,"['Q492012', 'Q207965']"
N37199,"['Q3065120', 'Q28859344']"
N15982,['Q7099547']
N21495,"['Q3564794', 'Q23197', 'Q1509', 'Q272931', 'Q552819', 'Q346036']"
N61151,"['Q1678024', 'Q2383221']"
N25212,[]
N18572,"['Q796', 'Q8458', 'Q4345608', 'Q327591']"
N6043,"['Q219714', 'Q15633579', 'Q193390', 'Q830669', 'Q313381']"
N60058,['Q1753941']
N4333,"['Q5648760', 'Q724']"
N6494,"['Q5020547', 'Q844837']"
N53940,"['Q16555', 'Q426435', 'Q25261']"
N10068,"['Q18643692', 'Q4752572', 'Q7430']"
N53491,[]
N22927,"['Q410422', 'Q6815857']"
N53248,"['Q3191485', 'Q49238', 'Q7957644', 'Q483551']"
N38696,"['Q934745', 'Q330120', 'Q320476']"
N64361,"['Q825946', 'Q7098673', 'Q100']"
N26278,"['Q3480437', 'Q789915']"
N30513,"['Q1166', 'Q167155', 'Q137509']"
N16579,"['Q2495362', 'Q212']"
N28390,['Q629973']
N8003,['Q204862']
N45945,['Q1647788']
N41660,['Q1397']
N28153,"['Q2301245', 'Q592524']"
N61209,['Q18643692']
N4946,"['Q1439', 'Q16555', 'Q1297', 'Q18389']"
N28661,['Q910409']
N25224,"['Q16221480', 'Q16555', 'Q1612', 'Q5461626', 'Q4290276']"
N43150,['Q40357']
N53105,['Q1581']
N39476,"['Q232737', 'Q907311', 'Q235719']"
N55236,"['Q233464', 'Q106706', 'Q25089']"
N49334,"['Q4830453', 'Q6346', 'Q40469', 'Q1415', 'Q6608367']"
N3250,"['Q724404', 'Q1327648', 'Q18515944']"
N10420,"['Q311280', 'Q314433', 'Q193643']"
N11378,"['Q7414', 'Q335680']"
N33728,"['Q2653964', 'Q16218399', 'Q686822']"
N41388,"['Q10922', 'Q919177', 'Q114466']"
N40740,['Q37587']
N19181,"['Q846330', 'Q173', 'Q2899221', 'Q2443004']"
N22926,['Q41242']
N17937,"['Q205973', 'Q1130636', 'Q18633590']"
N62316,"['Q310434', 'Q7162']"
N1564,"['Q420129', 'Q16228709', 'Q369532', 'Q498348', 'Q21620668', 'Q169138', 'Q1364223', 'Q162990']"
N16050,"['Q43196', 'Q11269']"
N14130,"['Q5896680', 'Q11224', 'Q782']"
N55099,"['Q79580', 'Q173']"
N45981,['Q204862']
N47983,"['Q2972711', 'Q43196', 'Q7242586', 'Q1983625', 'Q17087703']"
N57312,"['Q12147416', 'Q30']"
N49973,"['Q212', 'Q22686', 'Q1899']"
N56525,['Q18385610']
N35917,"['Q5120360', 'Q1415887', 'Q3417006']"
N39093,"['Q7430679', 'Q5738733']"
N17536,"['Q5344245', 'Q49179']"
N55700,"['Q44294', 'Q28848']"
N61352,['Q7687701']
N47424,['Q1342']
N46358,['Q574192']
N15093,"['Q2669209', 'Q16958457']"
N57449,['Q14705603']
N18837,"['Q2274089', 'Q19564500', 'Q5162928', 'Q2978744', 'Q54151']"
N62939,"['Q1058722', 'Q597649', 'Q891163', 'Q6930339']"
N29679,['Q12152']
N63610,"['Q2429681', 'Q232936']"
N36351,['Q6970742']
N2216,"['Q812', 'Q60', 'Q61210', 'Q108618']"
N48225,['Q4743750']
N47110,"['Q1653073', 'Q729470']"
N60792,"['Q35525', 'Q2068307', 'Q55223040', 'Q1922067', 'Q19902999']"
N63470,"['Q2060485', 'Q63346900']"
N59451,"['Q271805', 'Q1391']"
N41800,['Q506907']
N23910,"['Q2013357', 'Q981479', 'Q29788290']"
N13815,"['Q1166', 'Q1021681']"
N30041,[]
N4451,['Q755999']
N30294,['Q224164']
N5236,[]
N17499,"['Q1522620', 'Q1415']"
N36099,"['Q5519799', 'Q14712393', 'Q49222', 'Q49231', 'Q6721718']"
N13683,"['Q848117', 'Q1163715', 'Q49221', 'Q816']"
N48226,"['Q298', 'Q16249371', 'Q2887', 'Q306']"
N31883,[]
N63770,['Q1603']
N4092,"['Q1588', 'Q1494', 'Q493787', 'Q128891', 'Q5414']"
N7092,[]
N29617,['Q7314663']
N39106,"['Q99', 'Q1570423', 'Q844837']"
N14924,"['Q727928', 'Q15306031']"
N24023,"['Q6779145', 'Q483915', 'Q717441']"
N20834,"['Q212', 'Q29468', 'Q22686', 'Q40469']"
N28744,"['Q216288', 'Q6496471', 'Q1137234', 'Q921469', 'Q43189']"
N1224,"['Q58691', 'Q5152508', 'Q1508667']"
N56533,"['Q18097882', 'Q5280566', 'Q223527', 'Q18706057', 'Q191477']"
N10877,"['Q130879', 'Q1261', 'Q2013357', 'Q483637', 'Q1214']"
N41079,"['Q493840', 'Q41819', 'Q365150', 'Q1581', 'Q500481', 'Q486472', 'Q1558']"
N52501,['Q6781508']
N18226,['Q38076']
N21173,"['Q3305843', 'Q55241', 'Q173', 'Q79603']"
N16142,"['Q18013', 'Q6980202', 'Q1049334']"
N6332,"['Q848117', 'Q6174398', 'Q958728', 'Q534851', 'Q2999029', 'Q7090832', 'Q587180', 'Q8025915']"
N47520,['Q1109032']
N18944,"['Q41819', 'Q365150', 'Q1581', 'Q300920', 'Q1489399']"
N8514,"['Q41819', 'Q474280', 'Q139154', 'Q41254', 'Q1815329']"
N57808,"['Q7842344', 'Q355', 'Q1650708', 'Q4676460', 'Q1066823', 'Q209465']"
N2179,[]
N5842,[]
N58575,['Q1345']
N36497,"['Q5213339', 'Q271805', 'Q3759425', 'Q2386606']"
N43685,"['Q3880200', 'Q5621342']"
N7224,['Q468557']
N16273,"['Q223527', 'Q52290003', 'Q205033']"
N31400,[]
N34459,"['Q212', 'Q18643692', 'Q5353271']"
N16600,"['Q5359555', 'Q7949496']"
N28509,"['Q3758831', 'Q735236']"
N23446,"['Q772304', 'Q152316', 'Q43274', 'Q43890449']"
N49314,"['Q15670994', 'Q127530', 'Q32396', 'Q371306', 'Q1706651', 'Q873485', 'Q1428742']"
N5064,"['Q212', 'Q22686']"
N65090,['Q1753080']
N64900,[]
N12539,"['Q26879930', 'Q1189705']"
N21437,[]
N11877,"['Q23685', 'Q5251504', 'Q11201']"
N35684,"['Q167155', 'Q6350387']"
N240,['Q223522']
N2074,"['Q642553', 'Q5483582']"
N10953,['Q5523043']
N53251,"['Q1198541', 'Q1166', 'Q12439', 'Q755999', 'Q1925718']"
N46263,"['Q11701', 'Q29468', 'Q2367409']"
N2050,['Q1010236']
N36597,"['Q138089', 'Q15920046', 'Q10516040', 'Q161337', 'Q481795', 'Q162990']"
N54197,"['Q23505', 'Q59995838', 'Q1439']"
N63606,['Q30']
N26477,"['Q13973', 'Q7898140', 'Q358443', 'Q22686', 'Q66096']"
N35282,"['Q7348053', 'Q224164']"
N60893,"['Q6528049', 'Q108418', 'Q5166905', 'Q30', 'Q1297']"
N44969,"['Q82496', 'Q23556', 'Q1215884', 'Q223511']"
N50055,"['Q167253', 'Q155223', 'Q129041']"
N61183,"['Q189511', 'Q18158575']"
N48866,"['Q17088695', 'Q509255']"
N32823,"['Q271805', 'Q7080909']"
N31566,"['Q35525', 'Q1553390', 'Q3182794']"
N54953,['Q261285']
N51415,"['Q1364348', 'Q1647788', 'Q10993']"
N7765,"['Q1455', 'Q5161478']"
N15856,"['Q25369', 'Q5389', 'Q155223']"
N41709,"['Q39357', 'Q49255']"
N44002,[]
N16854,"['Q65', 'Q98', 'Q709']"
N51653,"['Q5447565', 'Q5188416']"
N35235,"['Q2027239', 'Q762140']"
N24532,['Q3025883']
N40562,"['Q3719', 'Q34286', 'Q624232', 'Q5491818']"
N1357,"['Q60751235', 'Q1581', 'Q7756229', 'Q41819']"
N37577,['Q1886240']
N64064,"['Q607', 'Q5284', 'Q359442', 'Q434706', 'Q16197594']"
N59157,"['Q23109', 'Q7051007']"
N63099,['Q223507']
N57396,"['Q39709', 'Q5305629']"
N64269,['Q155223']
N22451,"['Q24809702', 'Q223511']"
N50773,"['Q30', 'Q22686']"
N14245,['Q2503844']
N55791,"['Q65379', 'Q5547838']"
N43048,['Q5943925']
N37505,['Q20056642']
N9211,"['Q403428', 'Q9584', 'Q4911790', 'Q821171']"
N8929,"['Q129910', 'Q34']"
N62245,['Q43668']
N22592,[]
N41887,"['Q5092', 'Q276539', 'Q24809702', 'Q4852987', 'Q784928', 'Q223511']"
N49201,"['Q167155', 'Q1166']"
N62437,"['Q214126', 'Q1319697']"
N24583,"['Q4803834', 'Q95', 'Q164746']"
N930,"['Q617158', 'Q838284', 'Q1438868', 'Q431248', 'Q1215884', 'Q1439']"
N24577,"['Q191477', 'Q1663627']"
N27832,"['Q398141', 'Q1415']"
N47546,"['Q1035067', 'Q271805']"
N23260,['Q29514757']
N43336,"['Q26676', 'Q1439', 'Q2094335']"
N61202,"['Q16224594', 'Q1215892', 'Q194121']"
N57378,['Q7713693']
N15621,[]
N4990,"['Q4079621', 'Q38076', 'Q8203794']"
N9991,"['Q29045112', 'Q159893']"
N52542,"['Q1370', 'Q693032', 'Q878942', 'Q7287916', 'Q16731303', 'Q4744346']"
N41390,[]
N24977,"['Q5082150', 'Q271880']"
N58314,"['Q848117', 'Q56753212']"
N3174,"['Q717', 'Q56229983', 'Q8652', 'Q664609', 'Q11211', 'Q1755608', 'Q565507']"
N18234,['Q36091']
N30900,[]
N1557,['Q21']
N44340,[]
N64857,['Q41506']
N17195,"['Q6952928', 'Q6460028']"
N1408,"['Q134032', 'Q7642195', 'Q86483']"
N62238,"['Q18022139', 'Q193753', 'Q223243']"
N40053,['Q35525']
N11970,"['Q7539', 'Q351092', 'Q193753', 'Q1215884']"
N42171,"['Q43196', 'Q66096', 'Q381880']"
N36382,"['Q1370', 'Q212654', 'Q29791584', 'Q724884', 'Q6686040', 'Q2630118']"
N7640,"['Q780442', 'Q65', 'Q47490937']"
N15013,"['Q3448716', 'Q7104042', 'Q4848374']"
N63455,"['Q37836', 'Q57607', 'Q20372160']"
N1925,"['Q213205', 'Q99', 'Q169962']"
N40513,['Q5068937']
N15366,"['Q20873932', 'Q780442']"
N54971,[]
N28939,"['Q16203668', 'Q86483', 'Q136469', 'Q196561', 'Q3884', 'Q18511815']"
N56873,['Q211374']
N16778,"['Q8991894', 'Q558663']"
N33745,"['Q11460', 'Q754706']"
N42950,"['Q185142', 'Q124095', 'Q145']"
N37850,['Q7057945']
N4377,"['Q1342', 'Q7923613']"
N61753,['Q43668']
N54977,"['Q7700070', 'Q16563']"
N19703,"['Q38022', 'Q94323']"
N10282,"['Q7601833', 'Q1510339']"
N64128,['Q355']
N13687,['Q80041']
N27144,['Q22006959']
N33100,"['Q212', 'Q6762913', 'Q742482', 'Q22686', 'Q212648']"
N47275,"['Q5461440', 'Q12441', 'Q582121']"
N37175,"['Q56486914', 'Q1204']"
N6571,['Q2178593']
N21072,"['Q193753', 'Q223243', 'Q1215884']"
N60304,"['Q1124', 'Q76', 'Q22686']"
N57943,"['Q43414', 'Q9592']"
N5365,"['Q1131608', 'Q1342', 'Q260569', 'Q1133591']"
N62842,['Q37320']
N58899,"['Q5311961', 'Q6689515']"
N30132,"['Q3313434', 'Q744530']"
N15813,"['Q35525', 'Q22686', 'Q825838', 'Q20871878', 'Q2748566']"
N48791,"['Q7154739', 'Q48340', 'Q11690', 'Q2931769']"
N53156,"['Q7822309', 'Q3112727', 'Q431440']"
N26380,"['Q276170', 'Q921469', 'Q18810940']"
N53256,"['Q14708228', 'Q2410254', 'Q1456']"
N11363,[]
N43583,"['Q16228369', 'Q1343136', 'Q18921278', 'Q170329']"
N50618,['Q771']
N34761,"['Q148', 'Q1615742', 'Q41079', 'Q42005']"
N46130,"['Q3570', 'Q4962244', 'Q5440666']"
N47631,"['Q35525', 'Q156238', 'Q66096']"
N32928,['Q19809']
N62269,"['Q271805', 'Q1391']"
N1460,['Q320476']
N52142,"['Q3163218', 'Q650840']"
N11433,['Q861556']
N16463,"['Q1359454', 'Q43194', 'Q204839']"
N42403,"['Q720027', 'Q193390', 'Q1027913', 'Q213959', 'Q194121']"
N8373,"['Q47009940', 'Q6387', 'Q374740']"
N45672,['Q1161126']
N32133,['Q121783']
N30471,"['Q37158', 'Q2543669', 'Q154510', 'Q84129']"
N53855,"['Q6148929', 'Q971195']"
N47626,[]
N46781,"['Q201857', 'Q131206']"
N12588,"['Q1215884', 'Q224164']"
N52357,"['Q3492619', 'Q689141']"
N61536,"['Q1364348', 'Q1647788', 'Q10993']"
N42860,"['Q173', 'Q358443', 'Q4818607', 'Q22686', 'Q66096']"
N33590,"['Q43788', 'Q19716893', 'Q5729551', 'Q355', 'Q1537', 'Q1146039', 'Q8027162']"
N6577,[]
N53225,['Q30']
N52407,"['Q7867', 'Q184587', 'Q1166', 'Q7195307']"
N53016,"['Q848117', 'Q6336743', 'Q721948', 'Q809892', 'Q6194406']"
N29818,"['Q708639', 'Q161345']"
N56127,['Q205033']
N54885,"['Q188413', 'Q1881523']"
N60097,['Q27844']
N63356,"['Q384754', 'Q1456']"
N15164,"['Q193753', 'Q272223']"
N39342,"['Q434909', 'Q4171772']"
N29766,"['Q34863', 'Q7623127']"
N20943,"['Q37320', 'Q918', 'Q22077803']"
N16328,[]
N45711,"['Q918', 'Q7707821']"
N24104,"['Q729478', 'Q6952928', 'Q6460028']"
N10957,"['Q5086', 'Q183', 'Q46']"
N50561,"['Q8652', 'Q5456951', 'Q2433140']"
N32244,"['Q739092', 'Q2707177', 'Q209479', 'Q1626077', 'Q1377913']"
N8423,"['Q18097882', 'Q5280566', 'Q223527', 'Q18706057', 'Q191477']"
N63337,['Q34404']
N30036,[]
N62262,"['Q791279', 'Q5600502', 'Q44294', 'Q928714']"
N46310,"['Q265718', 'Q16556']"
N12135,"['Q7055737', 'Q7749788', 'Q3564690']"
N35615,"['Q21572825', 'Q19953601', 'Q1393123', 'Q1603', 'Q4727130']"
N22116,"['Q62555010', 'Q487999', 'Q812']"
N52485,"['Q41421', 'Q352159', 'Q155223']"
N9490,['Q95']
N6596,"['Q24809702', 'Q223511', 'Q896048', 'Q276539']"
N58270,"['Q7812406', 'Q337758', 'Q330120', 'Q213837']"
N50647,"['Q20031362', 'Q222047', 'Q164177']"
N22399,"['Q270907', 'Q10132']"
N51228,[]
N57809,[]
N13158,"['Q1428', 'Q22686', 'Q38051551', 'Q47586']"
N27599,[]
N20069,"['Q6974601', 'Q4379869']"
N38829,['Q337758']
N43445,['Q796579']
N49706,"['Q1415887', 'Q653368', 'Q771', 'Q14706709', 'Q1758690']"
N40629,"['Q786705', 'Q223522']"
N36622,"['Q214126', 'Q1319697']"
N19209,['Q37836']
N39289,"['Q1439', 'Q458']"
N27923,"['Q42710', 'Q26500', 'Q5643619', 'Q5061201', 'Q6456399']"
N52824,"['Q928827', 'Q94150', 'Q6512551']"
N53749,['Q1215884']
N52635,[]
N3959,['Q7155351']
N52857,['Q7810108']
N57191,"['Q3860113', 'Q193390', 'Q276539']"
N10064,"['Q19467', 'Q9448', 'Q9616', 'Q22279773']"
N60557,"['Q861508', 'Q1544247', 'Q659176', 'Q214276', 'Q312']"
N61218,"['Q1072819', 'Q1086554', 'Q1608823', 'Q1001773', 'Q43919']"
N37523,"['Q193753', 'Q223243']"
N7245,['Q7995607']
N63408,"['Q1215892', 'Q592524', 'Q606201', 'Q208652']"
N56103,['Q1814260']
N57508,"['Q193390', 'Q313381', 'Q3567563']"
N11918,"['Q368723', 'Q2672438', 'Q1057410', 'Q483046', 'Q94388', 'Q280658']"
N49724,"['Q465511', 'Q186068']"
N53677,"['Q54860698', 'Q1006696', 'Q1384']"
N9354,"['Q22686', 'Q1414593']"
N21244,"['Q18643692', 'Q844837']"
N3252,"['Q755798', 'Q7949496', 'Q6273644', 'Q49145', 'Q1253123']"
N29921,['Q7999357']
N42062,['Q61']
N63828,"['Q18013', 'Q7397012']"
N21220,['Q7389710']
N52399,"['Q145168', 'Q2673116']"
N17755,"['Q170447', 'Q1640118', 'Q1166', 'Q729478']"
N33997,"['Q170581', 'Q971318', 'Q29552']"
N9720,['Q235132']
N41152,"['Q48976908', 'Q5068820', 'Q223511']"
N23861,"['Q1066823', 'Q1408', 'Q25330']"
N26256,"['Q212', 'Q2095444', 'Q29552', 'Q2495362', 'Q539493', 'Q22686']"
N29352,"['Q99', 'Q1439', 'Q674950']"
N50311,[]
N15703,"['Q2283', 'Q132020', 'Q15281614']"
N38263,"['Q2532951', 'Q4628']"
N2758,['Q13959']
N12152,['Q1969483']
N10975,"['Q16849914', 'Q48195', 'Q1530']"
N30614,"['Q434706', 'Q131841', 'Q6279', 'Q7173106']"
N25821,"['Q871265', 'Q271880', 'Q719']"
N18236,['Q408']
N15534,['Q650445']
N36545,"['Q7702149', 'Q38']"
N41883,[]
N5500,"['Q755999', 'Q9212', 'Q1987589']"
N25988,['Q42182']
N6463,['Q250949']
N31674,"['Q7949690', 'Q23556', 'Q1428']"
N41828,"['Q936105', 'Q212', 'Q11268']"
N13780,['Q30']
N58464,['Q8646']
N31035,[]
N57007,[]
N53487,"['Q23197', 'Q4917', 'Q7700127', 'Q3564794']"
N35197,['Q16555']
N24017,"['Q35525', 'Q1614849', 'Q60671620', 'Q22686', 'Q61', 'Q311269']"
N59544,"['Q1439', 'Q5224728', 'Q233929']"
N47598,"['Q743438', 'Q58008659', 'Q1050078', 'Q2092214', 'Q3020664']"
N17230,['Q23768']
N54052,[]
N11520,"['Q108127', 'Q844837']"
N51185,['Q121765']
N44728,"['Q36949', 'Q42759035', 'Q16147165', 'Q29057443', 'Q16499823']"
N35411,['Q1020604']
N25788,"['Q16933716', 'Q2920378']"
N56018,"['Q6508632', 'Q766866', 'Q29552', 'Q22686']"
N22757,[]
N42834,"['Q7987607', 'Q22908679']"
N36626,['Q248710']
N63046,"['Q7057945', 'Q3564702', 'Q1397', 'Q2319769', 'Q9592', 'Q7589281']"
N12424,"['Q11299', 'Q608190', 'Q280658', 'Q28778443']"
